diffresult,id,number,street,unit,lon,lat,city,postcode,region,accuracy
-,GAQLD425251218,507,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251218,507,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD720203909,314,NAROR VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720203909,314,NAROR VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425144562,30,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144562,30,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425050428,77A,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050428,77A,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425798380,5810,SCRUBBY CREEK ROAD,,145.61086183,-25.50127999,SCRUBBY CREEK,4478,QLD,2
+,GAQLD425798380,5810,SCRUBBY CREEK ROAD,,145.61086183,-25.50127999,SCRUBBY CREEK,4878,QLD,2
-,GAQLD425795923,LOT 4,LANGLO ROAD,,145.62007429,-25.63598578,SCRUBBY CREEK,4478,QLD,2
+,GAQLD425795923,LOT 4,LANGLO ROAD,,145.62007429,-25.63598578,SCRUBBY CREEK,4878,QLD,2
-,GAQLD425793424,209,DAHLERS ROAD,,150.64189100,-26.69862749,RED HILL,4413,QLD,2
+,GAQLD425793424,209,DAHLERS ROAD,,150.64189100,-26.69862749,RED HILL,4877,QLD,2
-,GAQLD425050867,82,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425050867,82,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,,QLD,4
-,GAQLD425797590,137,PILTON ROAD,,151.96142022,-27.83705073,ASCOT,4359,QLD,2
+,GAQLD425797590,137,PILTON ROAD,,151.96142022,-27.83705073,ASCOT,4875,QLD,2
-,GAQLD720206380,309,NAROR VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720206380,309,NAROR VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GASA_719550089,1,POLICE STATION ROAD,,130.18451193,-26.16123109,MURPUTJA,0872,SA,4
+,GASA_719550089,1,POLICE STATION ROAD,,130.18451193,-26.16123109,MURPUTJA,,SA,4
-,GAQLD425799027,480,SURCINGLE ROAD,,150.66830169,-26.60616304,RED HILL,4413,QLD,2
+,GAQLD425799027,480,SURCINGLE ROAD,,150.66830169,-26.60616304,RED HILL,4877,QLD,2
-,GAQLD425794945,206,GREENMOUNT - HIRSTVALE ROAD,,151.97374277,-27.81637320,ASCOT,4359,QLD,2
+,GAQLD425794945,206,GREENMOUNT - HIRSTVALE ROAD,,151.97374277,-27.81637320,ASCOT,4875,QLD,2
-,GAQLD425797592,338,PILTON ROAD,,151.97250281,-27.84543449,ASCOT,4359,QLD,2
+,GAQLD425797592,338,PILTON ROAD,,151.97250281,-27.84543449,ASCOT,4875,QLD,2
-,GAQLD425251491,40,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251491,40,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GASA_425802345,30215,LINCOLN HIGHWAY,,137.50513200,-32.70702400,CULTANA,5700,SA,3
+,GASA_425802345,30215,LINCOLN HIGHWAY,,137.50513200,-32.70702400,CULTANA,5601,SA,3
-,GAQLD721515806,77,SCHOOL STREET,UNIT A,142.18782377,-9.95504819,MABUIAG ISLAND,4875,QLD,4
+,GAQLD721515806,77,SCHOOL STREET,UNIT A,142.18782377,-9.95504819,MABUIAG ISLAND,,QLD,4
-,GAQLD425416830,12,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425416830,12,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,,QLD,4
-,GAQLD425416832,18,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425416832,18,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,,QLD,4
-,GAQLD719899700,66A,NED STREET,,143.54695685,-9.50568781,UGAR ISLAND,4875,QLD,4
+,GAQLD719899700,66A,NED STREET,,143.54695685,-9.50568781,UGAR ISLAND,,QLD,4
-,GAQLD719899134,128,BUTTS ROAD,UNIT LY94LY,150.70509956,-26.64821014,RED HILL,4413,QLD,4
+,GAQLD719899134,128,BUTTS ROAD,UNIT LY94LY,150.70509956,-26.64821014,RED HILL,4877,QLD,4
-,GAQLD425794957,536,GREENMOUNT - HIRSTVALE ROAD,,152.00117557,-27.81984174,ASCOT,4359,QLD,2
+,GAQLD425794957,536,GREENMOUNT - HIRSTVALE ROAD,,152.00117557,-27.81984174,ASCOT,4875,QLD,2
-,GAQLD425144552,22,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144552,22,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144660,113,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425144660,113,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425269747,52,MAIN STREET,,142.19176641,-9.95260303,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425269747,52,MAIN STREET,,142.19176641,-9.95260303,MABUIAG ISLAND,,QLD,4
-,GAWA_162820401,LOT 200,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162820401,LOT 200,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAQLD720932759,8936,LANGLO ROAD,,145.79216344,-25.43273781,SCRUBBY CREEK,4478,QLD,2
+,GAQLD720932759,8936,LANGLO ROAD,,145.79216344,-25.43273781,SCRUBBY CREEK,4878,QLD,2
-,GAQLD425804624,45,MAIN STREET,,142.19176641,-9.95260303,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425804624,45,MAIN STREET,,142.19176641,-9.95260303,MABUIAG ISLAND,,QLD,4
-,GAQLD720206279,305,NAROR VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720206279,305,NAROR VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425793428,435,DAHLERS ROAD,,150.66584503,-26.70383017,RED HILL,4413,QLD,2
+,GAQLD425793428,435,DAHLERS ROAD,,150.66584503,-26.70383017,RED HILL,4877,QLD,2
-,GAQLD425383326,60,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425383326,60,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,,QLD,4
-,GAQLD425145020,68,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425145020,68,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,,QLD,4
-,GAQLD425796187,352,LITHGOWS ROAD,,150.63186395,-26.67010301,RED HILL,4413,QLD,2
+,GAQLD425796187,352,LITHGOWS ROAD,,150.63186395,-26.67010301,RED HILL,4877,QLD,2
-,GAQLD425792438,292,BRAITHWAITES ROAD,,150.63159259,-26.59514102,RED HILL,4413,QLD,2
+,GAQLD425792438,292,BRAITHWAITES ROAD,,150.63159259,-26.59514102,RED HILL,4877,QLD,2
-,GAQLD425791808,1018,AUBURN ROAD,,150.59356964,-26.65466800,RED HILL,4413,QLD,2
+,GAQLD425791808,1018,AUBURN ROAD,,150.59356964,-26.65466800,RED HILL,4877,QLD,2
-,GAQLD425792711,LOT 94,BUTTS ROAD,,150.69671387,-26.64376479,RED HILL,4413,QLD,2
+,GAQLD425792711,LOT 94,BUTTS ROAD,,150.69671387,-26.64376479,RED HILL,4877,QLD,2
-,GAQLD425793431,LOT 9,DAHLERS ROAD,,150.67603631,-26.70860641,RED HILL,4413,QLD,2
+,GAQLD425793431,LOT 9,DAHLERS ROAD,,150.67603631,-26.70860641,RED HILL,4877,QLD,2
-,GAQLD425793429,LOT 23,DAHLERS ROAD,,150.67038629,-26.70356619,RED HILL,4413,QLD,2
+,GAQLD425793429,LOT 23,DAHLERS ROAD,,150.67038629,-26.70356619,RED HILL,4877,QLD,2
-,GAQLD425795324,LOT 11,HOLMES ROAD,,150.67882627,-26.70401322,RED HILL,4413,QLD,2
+,GAQLD425795324,LOT 11,HOLMES ROAD,,150.67882627,-26.70401322,RED HILL,4877,QLD,2
-,GAQLD425793427,405,DAHLERS ROAD,,150.66093862,-26.70326775,RED HILL,4413,QLD,2
+,GAQLD425793427,405,DAHLERS ROAD,,150.66093862,-26.70326775,RED HILL,4877,QLD,2
-,GAQLD425793426,349,DAHLERS ROAD,,150.65315625,-26.70583614,RED HILL,4413,QLD,2
+,GAQLD425793426,349,DAHLERS ROAD,,150.65315625,-26.70583614,RED HILL,4877,QLD,2
-,GAQLD425793425,261,DAHLERS ROAD,,150.64946533,-26.70389616,RED HILL,4413,QLD,2
+,GAQLD425793425,261,DAHLERS ROAD,,150.64946533,-26.70389616,RED HILL,4877,QLD,2
-,GAQLD425795314,496,HOLMES ROAD,,150.68999618,-26.68407419,RED HILL,4413,QLD,2
+,GAQLD425795314,496,HOLMES ROAD,,150.68999618,-26.68407419,RED HILL,4877,QLD,2
-,GAWA_148009683,29A,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148009683,29A,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAWA_148010741,31,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148010741,31,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAQLD425050429,80,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050429,80,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050430,94,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050430,94,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GASA_719866442,7,WATER TANK ROAD,,130.18330834,-26.16068535,MURPUTJA,0872,SA,4
+,GASA_719866442,7,WATER TANK ROAD,,130.18330834,-26.16068535,MURPUTJA,,SA,4
-,GAQLD425052128,6,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425052128,6,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,,QLD,4
-,GAQLD425052129,73,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425052129,73,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,,QLD,4
-,GAQLD425052132,76,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425052132,76,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,,QLD,4
-,GAQLD425052133,90,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425052133,90,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,,QLD,4
-,GAWA_721347786,8580,CHESTER PASS ROAD,,118.11566152,-34.38725662,STIRLING RANGE NATIONAL PARK,6338,WA,4
+,GAWA_721347786,8580,CHESTER PASS ROAD,,118.11566152,-34.38725662,STIRLING RANGE NATIONAL PARK,,WA,4
-,GAQLD721135091,36,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,4875,QLD,4
+,GAQLD721135091,36,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,,QLD,4
-,GAWA_148029177,3,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148029177,3,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAQLD425144665,312,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425144665,312,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425144667,53,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425144667,53,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425796868,621,MOUNT SIBLEY ROAD,,151.97957136,-27.83707114,ASCOT,4359,QLD,2
+,GAQLD425796868,621,MOUNT SIBLEY ROAD,,151.97957136,-27.83707114,ASCOT,4875,QLD,2
-,GAQLD425797591,279,PILTON ROAD,,151.97684832,-27.83912850,ASCOT,4359,QLD,2
+,GAQLD425797591,279,PILTON ROAD,,151.97684832,-27.83912850,ASCOT,4875,QLD,2
-,GAQLD721182952,95,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD721182952,95,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAWA_162695289,12B,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695289,12B,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAQLD425144543,102,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144543,102,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144572,52,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144572,52,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAWA_148025661,34E,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148025661,34E,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAQLD425050415,154B,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050415,154B,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425794950,328,GREENMOUNT - HIRSTVALE ROAD,,151.98217458,-27.81339911,ASCOT,4359,QLD,2
+,GAQLD425794950,328,GREENMOUNT - HIRSTVALE ROAD,,151.98217458,-27.81339911,ASCOT,4875,QLD,2
-,GAWA_148017318,15,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148017318,15,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAWA_162695299,20C,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695299,20C,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAQLD720769655,206,KOKI ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720769655,206,KOKI ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425251494,99,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251494,99,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425795326,LOT 2,HOLMES ROAD,,150.69960491,-26.66218561,RED HILL,4413,QLD,2
+,GAQLD425795326,LOT 2,HOLMES ROAD,,150.69960491,-26.66218561,RED HILL,4877,QLD,2
-,GAQLD425144558,26,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144558,26,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144574,55,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144574,55,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144546,14,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144546,14,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144565,36,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144565,36,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144566,40,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144566,40,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144556,24,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144556,24,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144550,20,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144550,20,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAWA_148006300,5,ROBE COURT,UNIT 1,116.32120042,-21.63780272,PANNAWONICA,6716,WA,4
+,GAWA_148006300,5,ROBE COURT,UNIT 1,116.32120042,-21.63780272,PANNAWONICA,,WA,4
-,GAQLD425795917,10219,LANGLO ROAD,,145.77686114,-25.53948927,SCRUBBY CREEK,4478,QLD,2
+,GAQLD425795917,10219,LANGLO ROAD,,145.77686114,-25.53948927,SCRUBBY CREEK,4878,QLD,2
-,GAQLD425797733,215,RED HILL ROAD,,150.65572225,-26.70626932,RED HILL,4413,QLD,2
+,GAQLD425797733,215,RED HILL ROAD,,150.65572225,-26.70626932,RED HILL,4877,QLD,2
-,GAQLD425796188,86,LITHGOWS ROAD,,150.63210344,-26.69106524,RED HILL,4413,QLD,2
+,GAQLD425796188,86,LITHGOWS ROAD,,150.63210344,-26.69106524,RED HILL,4877,QLD,2
-,GAQLD425797732,215,RED HILL ROAD,UNIT 2,150.65662004,-26.70490018,RED HILL,4413,QLD,2
+,GAQLD425797732,215,RED HILL ROAD,UNIT 2,150.65662004,-26.70490018,RED HILL,4877,QLD,2
-,GAQLD425381809,97,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,4875,QLD,4
+,GAQLD425381809,97,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,,QLD,4
-,GAQLD425381804,19,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,4875,QLD,4
+,GAQLD425381804,19,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,,QLD,4
-,GAWA_148005927,5,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,6716,WA,4
+,GAWA_148005927,5,PEEDAMULLA WAY,,116.32179571,-21.63504128,PANNAWONICA,,WA,4
-,GAQLD720769678,419,BURNCLUITH HALL ROAD,,150.67080034,-26.61266554,RED HILL,4413,QLD,4
+,GAQLD720769678,419,BURNCLUITH HALL ROAD,,150.67080034,-26.61266554,RED HILL,4877,QLD,4
-,GAQLD425251226,559,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251226,559,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAWA_162695305,5A,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,6716,WA,4
+,GAWA_162695305,5A,PANNAWONICA DRIVE,,116.32628658,-21.63922762,PANNAWONICA,,WA,4
-,GAQLD425251493,98,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251493,98,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD720200706,LOT 95,RED HILL ROAD,,150.67619782,-26.67557916,RED HILL,4413,QLD,2
+,GAQLD720200706,LOT 95,RED HILL ROAD,,150.67619782,-26.67557916,RED HILL,4877,QLD,2
-,GAQLD425050412,152,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050412,152,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425795315,544,HOLMES ROAD,,150.69330395,-26.67894149,RED HILL,4413,QLD,2
+,GAQLD425795315,544,HOLMES ROAD,,150.69330395,-26.67894149,RED HILL,4877,QLD,2
-,GAQLD425251229,600,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251229,600,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425799022,173,SURCINGLE ROAD,,150.65871588,-26.63385195,RED HILL,4413,QLD,2
+,GAQLD425799022,173,SURCINGLE ROAD,,150.65871588,-26.63385195,RED HILL,4877,QLD,2
-,GAQLD425144560,28,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144560,28,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144584,66,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144584,66,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144547,15,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144547,15,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144577,57,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144577,57,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD425144578,57A,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144578,57A,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD719896526,47,NAIGAR ROAD,,143.54801559,-9.50774155,UGAR ISLAND,4875,QLD,4
+,GAQLD719896526,47,NAIGAR ROAD,,143.54801559,-9.50774155,UGAR ISLAND,,QLD,4
-,GAQLD425793430,LOT 24,DAHLERS ROAD,,150.67146077,-26.70975486,RED HILL,4413,QLD,2
+,GAQLD425793430,LOT 24,DAHLERS ROAD,,150.67146077,-26.70975486,RED HILL,4877,QLD,2
-,GAQLD425791811,561,AUBURN ROAD,,150.58264544,-26.64800026,RED HILL,4413,QLD,2
+,GAQLD425791811,561,AUBURN ROAD,,150.58264544,-26.64800026,RED HILL,4877,QLD,2
-,GAQLD425144563,33,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,4875,QLD,4
+,GAQLD425144563,33,MAIN ROAD,,142.54004003,-9.41490153,DAUAN ISLAND,,QLD,4
-,GAQLD719085932,155,SURCINGLE ROAD,,150.66316248,-26.61650350,RED HILL,4413,QLD,4
+,GAQLD719085932,155,SURCINGLE ROAD,,150.66316248,-26.61650350,RED HILL,4877,QLD,4
-,GAQLD425795322,783,HOLMES ROAD,,150.70494086,-26.66083544,RED HILL,4413,QLD,2
+,GAQLD425795322,783,HOLMES ROAD,,150.70494086,-26.66083544,RED HILL,4877,QLD,2
-,GAWA_148032102,26,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,6716,WA,4
+,GAWA_148032102,26,FORTESCUE PLACE,,116.32742016,-21.63744614,PANNAWONICA,,WA,4
-,GAQLD425144661,13,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425144661,13,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD721258931,88,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,4875,QLD,4
+,GAQLD721258931,88,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,,QLD,4
-,GAQLD425251490,36,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425251490,36,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GASA_719549704,2,POLICE STATION ROAD,,130.18451193,-26.16123109,MURPUTJA,0872,SA,4
+,GASA_719549704,2,POLICE STATION ROAD,,130.18451193,-26.16123109,MURPUTJA,,SA,4
-,GAQLD425050396,105B,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050396,105B,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050397,120,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050397,120,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050399,126A,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050399,126A,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050400,128,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050400,128,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050401,131,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050401,131,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425050402,136,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050402,136,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAWA_163393511,211,WOODLEIGH ROAD,,114.65528502,-26.12564702,WOODLEIGH,6701,WA,4
+,GAWA_163393511,211,WOODLEIGH ROAD,,114.65528502,-26.12564702,WOODLEIGH,,WA,4
-,GAQLD720627665,149,PILTON ROAD,,151.96264066,-27.83725675,ASCOT,4359,QLD,4
+,GAQLD720627665,149,PILTON ROAD,,151.96264066,-27.83725675,ASCOT,4875,QLD,4
-,GAQLD425795919,9308,LANGLO ROAD,,145.78786220,-25.45928778,SCRUBBY CREEK,4478,QLD,2
+,GAQLD425795919,9308,LANGLO ROAD,,145.78786220,-25.45928778,SCRUBBY CREEK,4878,QLD,2
-,GAQLD425144662,14,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425144662,14,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425269863,73,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425269863,73,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425795921,LOT 1,LANGLO ROAD,,145.77016292,-25.59917513,SCRUBBY CREEK,4478,QLD,2
+,GAQLD425795921,LOT 1,LANGLO ROAD,,145.77016292,-25.59917513,SCRUBBY CREEK,4878,QLD,2
-,GAQLD425416833,35,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425416833,35,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,,QLD,4
-,GAQLD720740404,321,BURNCLUITH HALL ROAD,,150.63574021,-26.61841591,RED HILL,4413,QLD,2
+,GAQLD720740404,321,BURNCLUITH HALL ROAD,,150.63574021,-26.61841591,RED HILL,4877,QLD,2
-,GAQLD721433383,47,MCKEE ROAD,,151.95614731,-27.84363198,ASCOT,4359,QLD,2
+,GAQLD721433383,47,MCKEE ROAD,,151.95614731,-27.84363198,ASCOT,4875,QLD,2
-,GAQLD425251225,558,LAS VILLAGE,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
